Sale_ID,Customer_ID,Product_ID,Product_Name,Category,Quantity,Unit_Price,Discount,Sale_Date
SALE000855,CUST0855,P001,Smartphone,Electronics,4,138.79,0.01,3/12/2024
SALE000856,CUST0856,P002,Shoes,Footwear,3,192.76,0.22,6/5/2024
SALE000857,CUST0857,P004,T-shirt,Apparel,2,176.87,0.01,2/14/2025
SALE000858,CUST0858,P002,Shoes,Footwear,1,288.89,0.3,3/17/2024
SALE000859,CUST0859,P002,Shoes,Footwear,3,73.26,0.26,6/6/2023
SALE000860,CUST0860,P005,Blender,Home Appliance,3,121.34,0.09,1/28/2025
SALE000861,CUST0861,P005,Blender,Home Appliance,4,415.71,0.08,3/26/2024
SALE000862,CUST0862,P002,Shoes,Footwear,3,109.67,0.11,2/29/2024
SALE000863,CUST0863,P001,Smartphone,Electronics,3,155.03,0.11,4/19/2023
SALE000864,CUST0864,P001,Smartphone,Electronics,3,254.02,0.11,1/24/2025
SALE000865,CUST0865,P005,Blender,Home Appliance,3,282.7,0.1,2/17/2025
SALE000866,CUST0866,P002,Shoes,Footwear,2,393.62,0.19,3/26/2024
SALE000867,CUST0867,P003,Notebook,Stationery,2,251.3,0.05,8/2/2024
SALE000868,CUST0868,P002,Shoes,Footwear,2,405.44,0.25,4/15/2025
SALE000869,CUST0869,P003,Notebook,Stationery,2,328.26,0.24,12/11/2023
SALE000870,CUST0870,P002,Shoes,Footwear,1,100.89,0.14,11/1/2023
SALE000871,CUST0871,P005,Blender,Home Appliance,2,120.35,0.26,9/15/2024
SALE000872,CUST0872,P002,Shoes,Footwear,3,246.67,0.07,10/7/2023
SALE000873,CUST0873,P002,Shoes,Footwear,2,228.6,0.01,3/1/2025
SALE000874,CUST0874,P005,Blender,Home Appliance,2,384.59,0.19,1/5/2025
SALE000875,CUST0875,P003,Notebook,Stationery,4,311.33,0.14,3/7/2025
SALE000876,CUST0876,P001,Smartphone,Electronics,3,224.66,0.17,6/22/2023
SALE000877,CUST0877,P001,Smartphone,Electronics,2,126.84,0.27,2/28/2025
SALE000878,CUST0878,P003,Notebook,Stationery,2,152.08,0.29,8/1/2023
SALE000879,CUST0879,P005,Blender,Home Appliance,2,308.98,0.19,2/27/2025
SALE000880,CUST0880,P004,T-shirt,Apparel,1,240.55,0.23,2/2/2025
SALE000881,CUST0881,P002,Shoes,Footwear,2,281.72,0.03,12/8/2024
SALE000882,CUST0882,P005,Blender,Home Appliance,4,126.8,0.05,10/21/2023
SALE000883,CUST0883,P003,Notebook,Stationery,3,348.31,0.22,9/9/2023
SALE000884,CUST0884,P001,Smartphone,Electronics,3,433.64,0.13,10/12/2023
SALE000885,CUST0885,P004,T-shirt,Apparel,2,166.07,0.13,4/5/2024
SALE000886,CUST0886,P004,T-shirt,Apparel,2,271.18,0.09,1/1/2025
SALE000887,CUST0887,P005,Blender,Home Appliance,2,488.99,0.18,1/30/2025
SALE000888,CUST0888,P003,Notebook,Stationery,3,199.96,0.06,2/7/2025
SALE000889,CUST0889,P002,Shoes,Footwear,3,317.77,0.19,7/13/2023
SALE000890,CUST0890,P005,Blender,Home Appliance,1,90.59,0.05,1/23/2024
SALE000891,CUST0891,P001,Smartphone,Electronics,4,322.71,0.02,7/19/2024
SALE000892,CUST0892,P005,Blender,Home Appliance,1,90.33,0.1,11/17/2023
SALE000893,CUST0893,P004,T-shirt,Apparel,4,481.66,0.07,2/24/2025
SALE000894,CUST0894,P005,Blender,Home Appliance,1,372.05,0.27,4/29/2023
SALE000895,CUST0895,P002,Shoes,Footwear,3,404.67,0.02,7/7/2023
SALE000896,CUST0896,P003,Notebook,Stationery,1,366.85,0.05,12/2/2023
SALE000897,CUST0897,P004,T-shirt,Apparel,4,315.38,0.16,7/26/2023
SALE000898,CUST0898,P004,T-shirt,Apparel,2,252.46,0.14,8/19/2023
SALE000899,CUST0899,P004,T-shirt,Apparel,4,436.27,0.01,6/9/2023
SALE000900,CUST0900,P005,Blender,Home Appliance,2,480.58,0,3/16/2024
SALE000901,CUST0901,P001,Smartphone,Electronics,3,274.57,0.3,3/5/2025
SALE000902,CUST0902,P001,Smartphone,Electronics,4,469.19,0.2,7/27/2024
SALE000903,CUST0903,P004,T-shirt,Apparel,1,312.5,0.11,3/12/2024
SALE000904,CUST0904,P005,Blender,Home Appliance,4,292.27,0.14,8/17/2024
SALE000905,CUST0905,P002,Shoes,Footwear,2,254.52,0.08,10/25/2024
SALE000906,CUST0906,P003,Notebook,Stationery,3,144.18,0.1,7/26/2024
SALE000907,CUST0907,P003,Notebook,Stationery,1,51.67,0.19,5/6/2023
SALE000908,CUST0908,P004,T-shirt,Apparel,4,158.68,0.26,7/31/2023
SALE000909,CUST0909,P004,T-shirt,Apparel,2,279.38,0.06,8/1/2023
SALE000910,CUST0910,P004,T-shirt,Apparel,1,220.98,0.25,5/3/2024
SALE000911,CUST0911,P004,T-shirt,Apparel,3,251.82,0.04,1/15/2024
SALE000912,CUST0912,P005,Blender,Home Appliance,1,491.29,0.06,5/20/2024
SALE000913,CUST0913,P003,Notebook,Stationery,3,207.62,0.01,7/29/2023
SALE000914,CUST0914,P005,Blender,Home Appliance,1,253.48,0.04,9/30/2024
SALE000915,CUST0915,P002,Shoes,Footwear,4,110.08,0.28,11/26/2024
SALE000916,CUST0916,P004,T-shirt,Apparel,2,71.58,0.14,3/21/2025
SALE000917,CUST0917,P001,Smartphone,Electronics,4,398.93,0.02,1/17/2024
SALE000918,CUST0918,P005,Blender,Home Appliance,4,306.81,0.29,1/9/2024
SALE000919,CUST0919,P003,Notebook,Stationery,3,392.32,0.26,10/28/2023
SALE000920,CUST0920,P002,Shoes,Footwear,3,117.44,0.23,1/3/2024
SALE000921,CUST0921,P005,Blender,Home Appliance,3,307.32,0.28,8/23/2023
SALE000922,CUST0922,P004,T-shirt,Apparel,4,164.14,0.07,4/29/2023
SALE000923,CUST0923,P005,Blender,Home Appliance,1,152.63,0.25,5/13/2023
SALE000924,CUST0924,P002,Shoes,Footwear,1,55.19,0.21,9/20/2024
SALE000925,CUST0925,P003,Notebook,Stationery,4,108.65,0.26,2/23/2025
SALE000926,CUST0926,P001,Smartphone,Electronics,4,189.17,0.24,10/12/2024
SALE000927,CUST0927,P005,Blender,Home Appliance,2,102.6,0.1,9/15/2024
SALE000928,CUST0928,P003,Notebook,Stationery,3,493.64,0.23,10/31/2024
SALE000929,CUST0929,P003,Notebook,Stationery,3,188.88,0.08,3/11/2025
SALE000930,CUST0930,P005,Blender,Home Appliance,4,108.65,0.1,10/2/2023
SALE000931,CUST0931,P002,Shoes,Footwear,4,139.59,0.03,8/22/2023
SALE000932,CUST0932,P003,Notebook,Stationery,1,314.47,0.28,4/2/2024
SALE000933,CUST0933,P004,T-shirt,Apparel,4,78.82,0.09,9/30/2023
SALE000934,CUST0934,P002,Shoes,Footwear,1,438.1,0.16,3/2/2024
SALE000935,CUST0935,P005,Blender,Home Appliance,4,482.67,0.12,5/16/2023
SALE000936,CUST0936,P004,T-shirt,Apparel,2,161.04,0.29,6/23/2024
SALE000937,CUST0937,P002,Shoes,Footwear,2,252.54,0.1,12/8/2023
SALE000938,CUST0938,P004,T-shirt,Apparel,1,59.96,0.23,5/11/2024
SALE000939,CUST0939,P004,T-shirt,Apparel,3,338.32,0.26,1/31/2024
SALE000940,CUST0940,P005,Blender,Home Appliance,2,236.27,0.13,11/5/2024
SALE000941,CUST0941,P002,Shoes,Footwear,1,171.53,0.11,5/12/2023
SALE000942,CUST0942,P002,Shoes,Footwear,4,143.08,0.22,1/25/2025
SALE000943,CUST0943,P002,Shoes,Footwear,4,344.31,0.27,2/12/2025
SALE000944,CUST0944,P003,Notebook,Stationery,1,237.3,0.23,9/17/2023
SALE000945,CUST0945,P004,T-shirt,Apparel,3,130.85,0.07,7/11/2023
SALE000946,CUST0946,P002,Shoes,Footwear,1,360.1,0.27,10/3/2023
SALE000947,CUST0947,P004,T-shirt,Apparel,1,304.28,0.12,12/12/2024
SALE000948,CUST0948,P002,Shoes,Footwear,2,436.4,0.17,5/5/2024
SALE000949,CUST0949,P003,Notebook,Stationery,1,102.86,0.25,9/22/2023
SALE000950,CUST0950,P004,T-shirt,Apparel,1,403.55,0.06,3/7/2025
SALE000951,CUST0951,P005,Blender,Home Appliance,4,353.08,0.24,10/11/2024
SALE000952,CUST0952,P005,Blender,Home Appliance,2,101.75,0.18,12/21/2024
SALE000953,CUST0953,P002,Shoes,Footwear,4,362.67,0.27,6/10/2024
SALE000954,CUST0954,P004,T-shirt,Apparel,4,248.7,0.05,5/18/2023
SALE000955,CUST0955,P001,Smartphone,Electronics,3,475.24,0.13,10/18/2024
SALE000956,CUST0956,P003,Notebook,Stationery,3,113.73,0.25,1/4/2025
SALE000957,CUST0957,P004,T-shirt,Apparel,2,339.28,0.01,9/17/2023
SALE000958,CUST0958,P002,Shoes,Footwear,2,221.89,0.03,11/13/2023
SALE000959,CUST0959,P002,Shoes,Footwear,3,480.57,0.3,11/8/2024
SALE000960,CUST0960,P002,Shoes,Footwear,3,198.49,0.08,1/26/2024
SALE000961,CUST0961,P003,Notebook,Stationery,3,482.98,0.29,7/3/2024
SALE000962,CUST0962,P003,Notebook,Stationery,3,455.67,0.05,7/29/2023
SALE000963,CUST0963,P004,T-shirt,Apparel,3,171.67,0.11,11/20/2023
SALE000964,CUST0964,P004,T-shirt,Apparel,4,411.59,0.23,5/20/2024
SALE000965,CUST0965,P004,T-shirt,Apparel,2,498.02,0.2,3/9/2025
SALE000966,CUST0966,P001,Smartphone,Electronics,4,163.7,0.17,11/24/2023
SALE000967,CUST0967,P001,Smartphone,Electronics,4,246.55,0.16,6/20/2024
SALE000968,CUST0968,P003,Notebook,Stationery,1,284.08,0.25,6/25/2024
SALE000969,CUST0969,P001,Smartphone,Electronics,4,182.72,0.07,2/24/2025
SALE000970,CUST0970,P003,Notebook,Stationery,3,56.87,0.13,8/20/2024
SALE000971,CUST0971,P005,Blender,Home Appliance,3,149.06,0.05,5/17/2024
SALE000972,CUST0972,P004,T-shirt,Apparel,1,176.87,0.18,9/1/2023
SALE000973,CUST0973,P001,Smartphone,Electronics,1,249.62,0.08,7/19/2023
SALE000974,CUST0974,P005,Blender,Home Appliance,1,127,0.1,12/26/2024
SALE000975,CUST0975,P001,Smartphone,Electronics,1,442.96,0.14,8/14/2023
SALE000976,CUST0976,P004,T-shirt,Apparel,1,367.21,0.01,5/18/2023
SALE000977,CUST0977,P005,Blender,Home Appliance,4,88.34,0.03,5/1/2023
SALE000978,CUST0978,P004,T-shirt,Apparel,1,342.54,0.21,10/24/2023
SALE000979,CUST0979,P002,Shoes,Footwear,4,344.15,0.13,7/13/2023
SALE000980,CUST0980,P005,Blender,Home Appliance,2,480.3,0.26,2/19/2025
SALE000981,CUST0981,P005,Blender,Home Appliance,1,51.36,0.21,12/13/2023
SALE000982,CUST0982,P004,T-shirt,Apparel,1,161.57,0,10/31/2023
SALE000983,CUST0983,P005,Blender,Home Appliance,4,467.51,0.19,6/27/2024
SALE000984,CUST0984,P005,Blender,Home Appliance,2,469.46,0.03,3/12/2025
SALE000985,CUST0985,P004,T-shirt,Apparel,4,374.26,0.23,4/29/2023
SALE000986,CUST0986,P005,Blender,Home Appliance,4,394.59,0.3,10/10/2023
SALE000987,CUST0987,P002,Shoes,Footwear,1,91.17,0.16,12/2/2023
SALE000988,CUST0988,P003,Notebook,Stationery,3,281.24,0.2,12/29/2024
SALE000989,CUST0989,P003,Notebook,Stationery,3,154.21,0.07,6/7/2023
SALE000990,CUST0990,P005,Blender,Home Appliance,4,131.55,0.13,6/22/2023
SALE000991,CUST0991,P003,Notebook,Stationery,1,414.64,0.26,8/10/2024
SALE000992,CUST0992,P001,Smartphone,Electronics,2,110.77,0.05,3/20/2024
SALE000993,CUST0993,P002,Shoes,Footwear,3,260.89,0.08,11/3/2024
SALE000994,CUST0994,P005,Blender,Home Appliance,2,472.36,0.13,7/31/2023
SALE000995,CUST0995,P003,Notebook,Stationery,3,133.62,0.21,7/18/2023
SALE000996,CUST0996,P001,Smartphone,Electronics,1,490.1,0.11,11/24/2024
SALE000997,CUST0997,P005,Blender,Home Appliance,4,497.43,0.28,5/29/2023
SALE000998,CUST0998,P004,T-shirt,Apparel,2,300.03,0.03,8/12/2023
SALE000999,CUST0999,P005,Blender,Home Appliance,2,126.56,0.11,11/28/2024
SALE001000,CUST1000,P003,Notebook,Stationery,4,192.25,0.21,5/4/2024
SALE001001,CUST1001,P004,T-shirt,Apparel,2,241.02,0.07,5/22/2024
SALE001002,CUST1002,P001,Smartphone,Electronics,3,189.2,0.2,3/7/2025
SALE001003,CUST1003,P002,Shoes,Footwear,4,176.29,0.05,4/27/2024
SALE001004,CUST1004,P003,Notebook,Stationery,3,487.5,0.02,2/19/2024
SALE001005,CUST1005,P003,Notebook,Stationery,3,119.01,0.04,12/26/2023
SALE001006,CUST1006,P001,Smartphone,Electronics,1,380,0.28,10/14/2023
SALE001007,CUST1007,P005,Blender,Home Appliance,3,50.18,0.17,6/29/2024
SALE001008,CUST1008,P005,Blender,Home Appliance,1,318.28,0.24,7/11/2023
SALE001009,CUST1009,P002,Shoes,Footwear,2,462.17,0.1,3/18/2025
SALE001010,CUST1010,P002,Shoes,Footwear,2,179.57,0.18,11/11/2023
SALE001011,CUST1011,P001,Smartphone,Electronics,1,133.49,0.15,5/1/2023
SALE001012,CUST1012,P005,Blender,Home Appliance,3,343.26,0.28,12/17/2023
SALE001013,CUST1013,P002,Shoes,Footwear,4,370.67,0.22,11/14/2024
SALE001014,CUST1014,P005,Blender,Home Appliance,4,359.61,0.22,8/29/2023
SALE001015,CUST1015,P001,Smartphone,Electronics,1,193.69,0.01,11/16/2024
SALE001016,CUST1016,P001,Smartphone,Electronics,2,163.49,0.16,11/23/2024
SALE001017,CUST1017,P004,T-shirt,Apparel,2,480.16,0.14,4/3/2024
SALE001018,CUST1018,P005,Blender,Home Appliance,4,465.48,0.28,1/30/2025
SALE001019,CUST1019,P002,Shoes,Footwear,1,255.79,0.08,8/10/2023
SALE001020,CUST1020,P003,Notebook,Stationery,4,430.79,0.08,2/25/2025
SALE001021,CUST1021,P004,T-shirt,Apparel,3,253.55,0.12,3/13/2024
SALE001022,CUST1022,P004,T-shirt,Apparel,3,240.98,0.07,6/2/2024
SALE001023,CUST1023,P005,Blender,Home Appliance,1,120.54,0.04,10/16/2024
SALE001024,CUST1024,P001,Smartphone,Electronics,1,241.88,0.26,2/5/2024
SALE001025,CUST1025,P002,Shoes,Footwear,3,291.84,0.17,11/9/2023
SALE001026,CUST1026,P002,Shoes,Footwear,2,60.13,0.26,2/22/2024
SALE001027,CUST1027,P004,T-shirt,Apparel,1,249.85,0.25,1/27/2024
SALE001028,CUST1028,P004,T-shirt,Apparel,3,401.61,0.08,10/22/2023
SALE001029,CUST1029,P005,Blender,Home Appliance,3,356.02,0.16,12/17/2023
SALE001030,CUST1030,P002,Shoes,Footwear,2,335.82,0.02,9/10/2023
SALE001031,CUST1031,P005,Blender,Home Appliance,2,459.3,0.27,2/11/2024
SALE001032,CUST1032,P005,Blender,Home Appliance,2,58.11,0.12,5/4/2024
SALE001033,CUST1033,P001,Smartphone,Electronics,2,300.67,0.12,11/1/2023
SALE001034,CUST1034,P001,Smartphone,Electronics,4,404.31,0.09,7/18/2024
SALE001035,CUST1035,P002,Shoes,Footwear,2,293.6,0.14,9/22/2023
SALE001036,CUST1036,P002,Shoes,Footwear,4,195.75,0.08,3/13/2024
SALE001037,CUST1037,P001,Smartphone,Electronics,1,111.31,0.11,9/26/2023
SALE001038,CUST1038,P001,Smartphone,Electronics,3,449.4,0.24,5/3/2023
SALE001039,CUST1039,P004,T-shirt,Apparel,4,261.84,0.25,6/19/2024
SALE001040,CUST1040,P002,Shoes,Footwear,1,445.15,0.09,2/4/2024
SALE001041,CUST1041,P001,Smartphone,Electronics,1,313.63,0.14,9/9/2023
SALE001042,CUST1042,P005,Blender,Home Appliance,4,353.39,0.26,11/16/2024
SALE001043,CUST1043,P003,Notebook,Stationery,1,411.92,0.02,10/13/2023
SALE001044,CUST1044,P002,Shoes,Footwear,1,346.62,0.27,12/17/2023
SALE001045,CUST1045,P001,Smartphone,Electronics,4,229.12,0.07,2/3/2025
SALE001046,CUST1046,P001,Smartphone,Electronics,1,281.14,0.2,1/28/2024
SALE001047,CUST1047,P002,Shoes,Footwear,2,411.37,0.17,7/5/2024
SALE001048,CUST1048,P002,Shoes,Footwear,2,218.14,0.17,10/5/2023
SALE001049,CUST1049,P005,Blender,Home Appliance,3,224.65,0.26,8/18/2024
SALE001050,CUST1050,P001,Smartphone,Electronics,1,93.06,0.03,9/11/2024
SALE001051,CUST1051,P003,Notebook,Stationery,3,461.56,0.1,5/2/2023
SALE001052,CUST1052,P002,Shoes,Footwear,2,90.97,0.16,5/24/2023
SALE001053,CUST1053,P002,Shoes,Footwear,2,341.69,0.24,6/17/2024
SALE001054,CUST1054,P001,Smartphone,Electronics,2,235.94,0.06,1/29/2024
SALE001055,CUST1055,P002,Shoes,Footwear,1,232.53,0.24,10/30/2023
SALE001056,CUST1056,P002,Shoes,Footwear,1,355.8,0.12,3/14/2025
SALE001057,CUST1057,P004,T-shirt,Apparel,2,80.19,0.06,5/11/2024
SALE001058,CUST1058,P002,Shoes,Footwear,3,317.17,0.23,7/18/2024
SALE001059,CUST1059,P001,Smartphone,Electronics,3,397.41,0.03,4/11/2025
SALE001060,CUST1060,P003,Notebook,Stationery,4,422.7,0.15,10/9/2023
SALE001061,CUST1061,P001,Smartphone,Electronics,2,126.74,0.02,4/5/2024
SALE001062,CUST1062,P005,Blender,Home Appliance,3,453.84,0.11,10/26/2023
SALE001063,CUST1063,P005,Blender,Home Appliance,2,345.27,0.18,7/2/2023
SALE001064,CUST1064,P002,Shoes,Footwear,3,446.83,0.17,7/14/2023
SALE001065,CUST1065,P001,Smartphone,Electronics,4,268.38,0.12,2/18/2025
SALE001066,CUST1066,P002,Shoes,Footwear,4,293.92,0.13,7/24/2023
SALE001067,CUST1067,P004,T-shirt,Apparel,2,463.57,0.07,3/7/2024
SALE001068,CUST1068,P001,Smartphone,Electronics,3,454.96,0.14,3/11/2024
SALE001069,CUST1069,P002,Shoes,Footwear,1,251.67,0.29,3/29/2025
SALE001070,CUST1070,P002,Shoes,Footwear,4,173.49,0.26,10/19/2023
SALE001071,CUST1071,P001,Smartphone,Electronics,2,226.93,0.04,4/16/2025
SALE001072,CUST1072,P005,Blender,Home Appliance,2,224.49,0.01,8/10/2024
SALE001073,CUST1073,P005,Blender,Home Appliance,3,179.09,0.28,12/9/2024
SALE001074,CUST1074,P004,T-shirt,Apparel,2,170.86,0.16,8/6/2023
SALE001075,CUST1075,P004,T-shirt,Apparel,4,437.48,0.16,4/25/2024
SALE001076,CUST1076,P002,Shoes,Footwear,2,81.44,0.23,5/1/2023
SALE001077,CUST1077,P001,Smartphone,Electronics,2,354.93,0.09,10/11/2023
SALE001078,CUST1078,P001,Smartphone,Electronics,1,127.77,0.14,2/8/2025
SALE001079,CUST1079,P002,Shoes,Footwear,1,205.03,0.29,2/11/2025
SALE001080,CUST1080,P005,Blender,Home Appliance,4,77.69,0.2,1/19/2024
SALE001081,CUST1081,P003,Notebook,Stationery,3,171.49,0.05,9/8/2023
SALE001082,CUST1082,P005,Blender,Home Appliance,1,395.79,0.04,7/26/2024
SALE001083,CUST1083,P001,Smartphone,Electronics,3,448.26,0.06,2/21/2025
SALE001084,CUST1084,P002,Shoes,Footwear,4,149.69,0.23,6/20/2024
SALE001085,CUST1085,P001,Smartphone,Electronics,1,258.6,0.09,12/9/2024
SALE001086,CUST1086,P004,T-shirt,Apparel,3,261.65,0.01,3/7/2024
SALE001087,CUST1087,P004,T-shirt,Apparel,1,443.11,0.28,9/27/2023
SALE001088,CUST1088,P003,Notebook,Stationery,4,393.26,0.05,8/29/2024
SALE001089,CUST1089,P004,T-shirt,Apparel,4,280.88,0,11/26/2024
SALE001090,CUST1090,P005,Blender,Home Appliance,1,351.84,0.07,4/11/2025
SALE001091,CUST1091,P001,Smartphone,Electronics,3,431.31,0.07,7/29/2023
SALE001092,CUST1092,P001,Smartphone,Electronics,2,54.29,0.13,7/26/2024
SALE001093,CUST1093,P001,Smartphone,Electronics,2,231.3,0.28,2/9/2024
SALE001094,CUST1094,P001,Smartphone,Electronics,1,458.26,0.26,1/22/2024
SALE001095,CUST1095,P005,Blender,Home Appliance,3,383.14,0.14,4/30/2024
SALE001096,CUST1096,P001,Smartphone,Electronics,2,294.28,0.12,10/9/2024
SALE001097,CUST1097,P004,T-shirt,Apparel,4,288.34,0.17,7/8/2023
SALE001098,CUST1098,P004,T-shirt,Apparel,3,206.5,0.07,9/4/2023
SALE001099,CUST1099,P003,Notebook,Stationery,2,284.23,0.02,6/1/2023
SALE001100,CUST1100,P002,Shoes,Footwear,3,344.92,0.28,2/29/2024
SALE001101,CUST1101,P002,Shoes,Footwear,1,238.26,0.06,1/24/2024
SALE001102,CUST1102,P003,Notebook,Stationery,3,371.37,0.06,3/6/2024
SALE001103,CUST1103,P003,Notebook,Stationery,2,437.55,0.14,10/14/2023
SALE001104,CUST1104,P005,Blender,Home Appliance,1,119.61,0.15,11/8/2024
SALE001105,CUST1105,P002,Shoes,Footwear,3,253.2,0.01,10/9/2024
SALE001106,CUST1106,P003,Notebook,Stationery,4,233.61,0.04,12/1/2024
SALE001107,CUST1107,P002,Shoes,Footwear,2,359.36,0.11,6/15/2023
SALE001108,CUST1108,P005,Blender,Home Appliance,1,162.44,0.21,9/20/2024
SALE001109,CUST1109,P004,T-shirt,Apparel,3,338.11,0.07,1/9/2025
SALE001110,CUST1110,P001,Smartphone,Electronics,4,444.87,0.13,8/27/2023
SALE001111,CUST1111,P003,Notebook,Stationery,2,238.16,0.17,10/19/2023
SALE001112,CUST1112,P001,Smartphone,Electronics,4,459.96,0.27,11/13/2023
SALE001113,CUST1113,P003,Notebook,Stationery,3,496.92,0.1,2/9/2025
SALE001114,CUST1114,P003,Notebook,Stationery,3,97.74,0.04,5/18/2024
SALE001115,CUST1115,P004,T-shirt,Apparel,1,154.87,0.15,12/20/2023
SALE001116,CUST1116,P003,Notebook,Stationery,4,477.67,0.22,1/21/2025
SALE001117,CUST1117,P004,T-shirt,Apparel,1,481.25,0.03,1/24/2024
SALE001118,CUST1118,P005,Blender,Home Appliance,2,93.97,0.13,5/7/2024
SALE001119,CUST1119,P001,Smartphone,Electronics,1,56.75,0.01,12/8/2024
SALE001120,CUST1120,P001,Smartphone,Electronics,2,122.5,0.01,3/25/2025
SALE001121,CUST1121,P004,T-shirt,Apparel,3,498.21,0.14,2/26/2024
SALE001122,CUST1122,P001,Smartphone,Electronics,3,131,0.09,1/6/2024
SALE001123,CUST1123,P005,Blender,Home Appliance,4,276.15,0.25,9/9/2024
SALE001124,CUST1124,P004,T-shirt,Apparel,2,431.79,0.18,6/13/2023
SALE001125,CUST1125,P001,Smartphone,Electronics,3,59.18,0.14,9/25/2024
SALE001126,CUST1126,P002,Shoes,Footwear,4,322.02,0.12,8/4/2023
SALE001127,CUST1127,P004,T-shirt,Apparel,4,174.66,0.15,12/6/2023
SALE001128,CUST1128,P002,Shoes,Footwear,1,438.05,0.01,5/1/2023
SALE001129,CUST1129,P005,Blender,Home Appliance,4,177.56,0.27,4/28/2023
SALE001130,CUST1130,P002,Shoes,Footwear,3,359.04,0.3,6/3/2024
SALE001131,CUST1131,P001,Smartphone,Electronics,1,353.4,0.05,8/27/2024
SALE001132,CUST1132,P003,Notebook,Stationery,2,149.67,0.04,1/24/2025
SALE001133,CUST1133,P001,Smartphone,Electronics,2,65.66,0.04,9/27/2023
SALE001134,CUST1134,P001,Smartphone,Electronics,3,234.16,0.2,3/1/2024
SALE001135,CUST1135,P005,Blender,Home Appliance,3,180.14,0.2,10/18/2024
SALE001136,CUST1136,P002,Shoes,Footwear,1,414.04,0.25,1/25/2024
SALE001137,CUST1137,P005,Blender,Home Appliance,1,410.16,0.23,11/30/2023
SALE001138,CUST1138,P001,Smartphone,Electronics,3,255.66,0.13,12/11/2024
SALE001139,CUST1139,P005,Blender,Home Appliance,3,322.93,0.18,1/25/2024
SALE001140,CUST1140,P002,Shoes,Footwear,2,321.92,0.21,5/12/2024
SALE001141,CUST1141,P003,Notebook,Stationery,2,422.22,0.15,5/31/2024
SALE001142,CUST1142,P005,Blender,Home Appliance,2,241.25,0.14,7/7/2024
SALE001143,CUST1143,P001,Smartphone,Electronics,3,173.95,0.19,11/15/2024
SALE001144,CUST1144,P002,Shoes,Footwear,4,169.27,0.17,5/19/2023
SALE001145,CUST1145,P002,Shoes,Footwear,3,291.29,0.19,4/1/2025
SALE001146,CUST1146,P002,Shoes,Footwear,3,252.12,0.18,3/19/2025
SALE001147,CUST1147,P001,Smartphone,Electronics,2,248.05,0.22,1/7/2024
SALE001148,CUST1148,P004,T-shirt,Apparel,3,91.01,0.19,7/18/2024
SALE001149,CUST1149,P001,Smartphone,Electronics,1,373.37,0.16,10/19/2024
SALE001150,CUST1150,P001,Smartphone,Electronics,3,146.18,0.2,5/7/2023
SALE001151,CUST1151,P003,Notebook,Stationery,3,138.63,0.13,10/26/2024
SALE001152,CUST1152,P005,Blender,Home Appliance,3,235.74,0.07,11/23/2023
SALE001153,CUST1153,P002,Shoes,Footwear,3,152.5,0,1/2/2024
SALE001154,CUST1154,P002,Shoes,Footwear,4,312.74,0.17,8/20/2023
SALE001155,CUST1155,P003,Notebook,Stationery,3,217.16,0.18,10/6/2023
SALE001156,CUST1156,P001,Smartphone,Electronics,1,252.01,0.29,3/31/2025
SALE001157,CUST1157,P005,Blender,Home Appliance,1,291.73,0.11,9/16/2023
SALE001158,CUST1158,P002,Shoes,Footwear,3,141.59,0.12,10/5/2023
SALE001159,CUST1159,P002,Shoes,Footwear,2,120.09,0.06,8/1/2024
SALE001160,CUST1160,P003,Notebook,Stationery,4,446.19,0.02,12/4/2024
SALE001161,CUST1161,P002,Shoes,Footwear,3,245.18,0.23,12/9/2023
SALE001162,CUST1162,P004,T-shirt,Apparel,3,235.44,0.07,4/21/2023
SALE001163,CUST1163,P004,T-shirt,Apparel,3,66.03,0.18,5/8/2023
SALE001164,CUST1164,P002,Shoes,Footwear,2,274.09,0.21,8/3/2024
SALE001165,CUST1165,P003,Notebook,Stationery,2,299.38,0.14,10/9/2024
SALE001166,CUST1166,P002,Shoes,Footwear,2,301.48,0.26,3/3/2025
SALE001167,CUST1167,P001,Smartphone,Electronics,4,368.16,0.13,5/6/2023
SALE001168,CUST1168,P002,Shoes,Footwear,1,129.87,0.09,10/28/2023
SALE001169,CUST1169,P001,Smartphone,Electronics,4,163.5,0.27,7/10/2023
SALE001170,CUST1170,P002,Shoes,Footwear,2,414.83,0.26,12/18/2023
SALE001171,CUST1171,P001,Smartphone,Electronics,1,476.23,0.05,9/19/2024
SALE001172,CUST1172,P001,Smartphone,Electronics,1,111.17,0.01,4/2/2024
SALE001173,CUST1173,P004,T-shirt,Apparel,2,273.94,0.03,9/17/2023
SALE001174,CUST1174,P004,T-shirt,Apparel,2,146.38,0.09,2/17/2024
SALE001175,CUST1175,P005,Blender,Home Appliance,4,77.03,0.29,1/19/2024
SALE001176,CUST1176,P003,Notebook,Stationery,2,196.48,0.17,12/29/2024
SALE001177,CUST1177,P003,Notebook,Stationery,1,114.66,0.11,9/14/2023
SALE001178,CUST1178,P002,Shoes,Footwear,3,369.47,0.27,4/30/2023
SALE001179,CUST1179,P005,Blender,Home Appliance,2,290.18,0.14,4/2/2025
SALE001180,CUST1180,P002,Shoes,Footwear,2,114.73,0.09,8/2/2023
SALE001181,CUST1181,P002,Shoes,Footwear,4,54.16,0.28,8/6/2024
