Transaction_ID,Customer_ID,Transaction_Date,Transaction_Type,Amount,Payment_Mode,Status,Channel,Merchant_ID
TXN001401,CUST1401,10/12/2023,Purchase,175.37,Cash,Success,Online,M421
TXN001402,CUST1402,4/10/2025,Purchase,175.94,Credit Card,Failed,In-store,M796
TXN001403,CUST1403,1/8/2025,Purchase,46.3,Debit Card,Success,Online,M200
TXN001404,CUST1404,2/11/2025,Purchase,739.04,Cash,Success,Online,M507
TXN001405,CUST1405,7/20/2024,Refund,667.17,Cash,Success,Online,M820
TXN001406,CUST1406,10/9/2024,Purchase,479.88,Cash,Success,Online,M259
TXN001407,CUST1407,4/4/2024,Purchase,845.73,Credit Card,Success,Online,M212
TXN001408,CUST1408,6/10/2023,Purchase,807.61,Cash,Failed,Online,M867
TXN001409,CUST1409,4/11/2025,Refund,589.5,Debit Card,Success,Online,M917
TXN001410,CUST1410,12/16/2023,Purchase,869.59,Credit Card,Success,Online,M473
TXN001411,CUST1411,12/18/2024,Purchase,213.78,Cash,Success,Online,M692
TXN001412,CUST1412,7/15/2024,Purchase,120.8,Cash,Success,Online,M929
TXN001413,CUST1413,2/6/2025,Purchase,277.05,Credit Card,Success,Online,M899
TXN001414,CUST1414,6/28/2024,Purchase,66.52,Credit Card,Success,Online,M342
TXN001415,CUST1415,1/18/2024,Refund,535.86,UPI,Success,Online,M780
TXN001416,CUST1416,6/17/2024,Purchase,937.24,Credit Card,Success,In-store,M662
TXN001417,CUST1417,6/9/2023,Purchase,48.95,UPI,Success,Online,M889
TXN001418,CUST1418,3/13/2024,Purchase,130.89,Cash,Success,Online,M910
TXN001419,CUST1419,12/31/2023,Purchase,457.68,Credit Card,Failed,In-store,M699
TXN001420,CUST1420,8/25/2023,Purchase,934.54,Credit Card,Success,Online,M534
TXN001421,CUST1421,9/25/2024,Purchase,322.99,Cash,Success,Online,M555
TXN001422,CUST1422,1/15/2024,Refund,512.16,Cash,Success,Online,M511
TXN001423,CUST1423,3/20/2025,Purchase,51.16,Debit Card,Success,Online,M793
TXN001424,CUST1424,5/1/2024,Refund,156.86,Cash,Success,Online,M355
TXN001425,CUST1425,2/12/2024,Purchase,986.76,UPI,Success,Online,M461
TXN001426,CUST1426,4/20/2024,Purchase,965.47,Debit Card,Success,Online,M302
TXN001427,CUST1427,5/28/2023,Purchase,14.89,Cash,Success,Online,M909
TXN001428,CUST1428,11/30/2023,Purchase,952.29,Credit Card,Success,Online,M538
TXN001429,CUST1429,7/27/2023,Purchase,642.73,Credit Card,Success,Online,M598
TXN001430,CUST1430,5/16/2023,Purchase,869.24,Credit Card,Success,In-store,M345
TXN001431,CUST1431,11/22/2023,Refund,460.19,Credit Card,Success,Online,M476
TXN001432,CUST1432,2/9/2024,Purchase,520.44,Cash,Success,Online,M789
TXN001433,CUST1433,10/28/2024,Purchase,493.96,Credit Card,Success,Online,M914
TXN001434,CUST1434,5/28/2024,Purchase,670.2,Debit Card,Success,In-store,M464
TXN001435,CUST1435,12/21/2023,Purchase,148.25,Cash,Success,Online,M820
TXN001436,CUST1436,2/21/2024,Purchase,39.67,Cash,Success,Online,M639
TXN001437,CUST1437,10/10/2024,Purchase,314.85,UPI,Success,In-store,M708
TXN001438,CUST1438,4/25/2023,Purchase,707.63,Credit Card,Success,Online,M517
TXN001439,CUST1439,12/12/2024,Refund,209.83,UPI,Failed,Online,M146
TXN001440,CUST1440,1/28/2024,Purchase,676.7,UPI,Success,In-store,M600
TXN001441,CUST1441,10/19/2024,Purchase,970.21,Credit Card,Success,In-store,M159
TXN001442,CUST1442,11/13/2024,Purchase,102.96,UPI,Success,Online,M565
TXN001443,CUST1443,11/10/2024,Purchase,675.88,Cash,Success,In-store,M231
TXN001444,CUST1444,8/22/2023,Purchase,449.31,Debit Card,Success,In-store,M236
TXN001445,CUST1445,8/8/2023,Purchase,869.46,Credit Card,Success,In-store,M646
TXN001446,CUST1446,1/2/2024,Purchase,185.38,UPI,Success,In-store,M651
TXN001447,CUST1447,11/17/2023,Purchase,695.7,Cash,Success,Online,M319
TXN001448,CUST1448,5/28/2023,Purchase,839.73,Debit Card,Success,Online,M376
TXN001449,CUST1449,12/11/2024,Purchase,945.17,Credit Card,Success,Online,M897
TXN001450,CUST1450,7/19/2023,Purchase,686.42,Cash,Success,Online,M187
TXN001451,CUST1451,3/5/2024,Purchase,502.2,Cash,Success,Online,M318
TXN001452,CUST1452,3/26/2024,Purchase,621.67,UPI,Failed,Online,M336
TXN001453,CUST1453,9/29/2023,Purchase,870.22,Debit Card,Success,Online,M920
TXN001454,CUST1454,10/28/2024,Purchase,574.9,UPI,Success,In-store,M453
TXN001455,CUST1455,11/14/2023,Purchase,40.08,Credit Card,Success,Online,M939
TXN001456,CUST1456,11/17/2023,Purchase,931.64,Debit Card,Success,In-store,M209
TXN001457,CUST1457,7/2/2023,Purchase,692.63,Cash,Success,In-store,M871
TXN001458,CUST1458,4/27/2024,Purchase,679.75,Debit Card,Success,Online,M298
TXN001459,CUST1459,5/3/2023,Purchase,223.52,Debit Card,Success,Online,M726
TXN001460,CUST1460,1/29/2024,Purchase,662.3,UPI,Success,Online,M107
TXN001461,CUST1461,7/25/2023,Purchase,399.93,UPI,Success,Online,M176
TXN001462,CUST1462,9/4/2023,Purchase,654.72,Debit Card,Success,Online,M378
TXN001463,CUST1463,7/24/2024,Purchase,115.53,Debit Card,Success,Online,M294
TXN001464,CUST1464,7/26/2023,Purchase,661.27,UPI,Success,In-store,M148
TXN001465,CUST1465,9/10/2023,Purchase,999.42,Debit Card,Success,Online,M718
TXN001466,CUST1466,4/1/2025,Refund,57.73,Credit Card,Success,Online,M579
TXN001467,CUST1467,3/3/2024,Purchase,977.4,Credit Card,Success,Online,M977
TXN001468,CUST1468,6/16/2023,Purchase,412.84,Debit Card,Success,In-store,M417
TXN001469,CUST1469,11/1/2023,Purchase,872.05,Debit Card,Success,Online,M268
TXN001470,CUST1470,1/4/2024,Purchase,784.56,UPI,Success,Online,M604
TXN001471,CUST1471,12/14/2024,Purchase,571.35,Debit Card,Failed,Online,M750
TXN001472,CUST1472,10/21/2024,Purchase,741.06,Cash,Success,Online,M417
TXN001473,CUST1473,4/2/2024,Purchase,879.73,Cash,Success,Online,M729
TXN001474,CUST1474,11/15/2023,Purchase,410.1,Credit Card,Success,Online,M332
TXN001475,CUST1475,4/2/2024,Purchase,333.76,UPI,Success,Online,M542
TXN001476,CUST1476,11/10/2024,Purchase,670.92,UPI,Success,In-store,M514
TXN001477,CUST1477,10/7/2023,Purchase,809.77,Credit Card,Success,Online,M971
TXN001478,CUST1478,6/22/2023,Purchase,764.66,Cash,Success,Online,M788
TXN001479,CUST1479,6/30/2023,Purchase,799.84,Debit Card,Success,Online,M330
TXN001480,CUST1480,6/8/2023,Purchase,441.23,Cash,Success,Online,M421
TXN001481,CUST1481,9/27/2023,Purchase,819.66,Credit Card,Success,Online,M591
TXN001482,CUST1482,9/1/2023,Purchase,129.01,Debit Card,Success,In-store,M829
TXN001483,CUST1483,11/9/2024,Refund,549.04,Cash,Success,Online,M890
TXN001484,CUST1484,8/14/2024,Purchase,15.7,Cash,Success,Online,M844
TXN001485,CUST1485,8/4/2024,Purchase,331.34,Credit Card,Success,Online,M681
TXN001486,CUST1486,1/8/2024,Refund,372.8,Credit Card,Success,In-store,M523
TXN001487,CUST1487,4/1/2024,Refund,402.21,UPI,Success,Online,M552
TXN001488,CUST1488,9/30/2023,Purchase,698.51,UPI,Success,Online,M887
TXN001489,CUST1489,8/26/2024,Purchase,394.67,UPI,Success,Online,M939
TXN001490,CUST1490,3/21/2025,Refund,454.21,Cash,Success,Online,M164
TXN001491,CUST1491,6/9/2024,Refund,245.17,Credit Card,Success,Online,M811
TXN001492,CUST1492,5/24/2023,Purchase,379.52,UPI,Success,In-store,M374
TXN001493,CUST1493,2/19/2024,Purchase,235,UPI,Success,Online,M632
TXN001494,CUST1494,3/20/2024,Purchase,82.46,Cash,Success,Online,M122
TXN001495,CUST1495,11/25/2024,Purchase,607.41,UPI,Success,In-store,M300
TXN001496,CUST1496,12/30/2024,Purchase,671.53,UPI,Success,In-store,M820
TXN001497,CUST1497,7/12/2023,Purchase,623.3,Debit Card,Success,In-store,M886
TXN001498,CUST1498,3/13/2024,Purchase,468.86,UPI,Success,Online,M974
TXN001499,CUST1499,3/12/2024,Purchase,385.99,Debit Card,Success,Online,M783
TXN001500,CUST1500,1/27/2025,Refund,864.7,UPI,Success,In-store,M111
TXN001501,CUST1501,3/9/2024,Purchase,523.89,Debit Card,Success,Online,M780
TXN001502,CUST1502,2/29/2024,Purchase,484.39,Credit Card,Success,Online,M152
TXN001503,CUST1503,6/26/2023,Purchase,35.39,Debit Card,Success,In-store,M567
TXN001504,CUST1504,3/28/2024,Refund,347.84,Debit Card,Success,In-store,M789
TXN001505,CUST1505,1/19/2024,Purchase,386.39,Cash,Success,Online,M838
TXN001506,CUST1506,4/28/2024,Purchase,404.83,Debit Card,Success,Online,M333
TXN001507,CUST1507,1/28/2024,Purchase,584.37,Debit Card,Success,Online,M923
TXN001508,CUST1508,12/13/2023,Purchase,538.27,Debit Card,Success,In-store,M472
TXN001509,CUST1509,7/2/2024,Purchase,611.83,Debit Card,Success,Online,M892
TXN001510,CUST1510,9/9/2024,Purchase,767.23,UPI,Success,In-store,M743
TXN001511,CUST1511,5/30/2024,Purchase,814.86,Debit Card,Success,Online,M547
TXN001512,CUST1512,2/22/2025,Purchase,720.94,UPI,Success,Online,M963
TXN001513,CUST1513,5/4/2024,Purchase,955.97,Debit Card,Success,Online,M473
TXN001514,CUST1514,9/18/2024,Purchase,28.05,UPI,Success,In-store,M674
TXN001515,CUST1515,11/24/2024,Purchase,203.82,UPI,Success,In-store,M933
TXN001516,CUST1516,4/18/2024,Purchase,17.49,UPI,Success,Online,M257
TXN001517,CUST1517,11/26/2023,Refund,651,Credit Card,Success,In-store,M499
TXN001518,CUST1518,9/6/2024,Purchase,899.05,Cash,Success,Online,M944
TXN001519,CUST1519,12/16/2024,Purchase,251.05,Credit Card,Success,Online,M125
TXN001520,CUST1520,9/13/2024,Purchase,927.76,Cash,Success,Online,M625
TXN001521,CUST1521,7/16/2024,Purchase,69.66,Debit Card,Success,Online,M278
TXN001522,CUST1522,6/2/2024,Purchase,935.09,Debit Card,Success,Online,M970
TXN001523,CUST1523,3/25/2025,Purchase,358.11,Debit Card,Success,Online,M450
TXN001524,CUST1524,1/7/2024,Purchase,110.41,UPI,Success,Online,M285
TXN001525,CUST1525,2/1/2024,Purchase,491.01,Debit Card,Success,Online,M785
TXN001526,CUST1526,5/1/2024,Refund,264.21,Cash,Success,Online,M525
TXN001527,CUST1527,5/13/2023,Purchase,292.02,Credit Card,Success,Online,M342
TXN001528,CUST1528,9/4/2024,Purchase,314.22,Credit Card,Failed,Online,M846
TXN001529,CUST1529,4/8/2024,Purchase,805,Cash,Success,In-store,M582
TXN001530,CUST1530,10/25/2024,Purchase,543.77,UPI,Success,Online,M929
TXN001531,CUST1531,10/2/2024,Purchase,318.19,Credit Card,Success,In-store,M705
TXN001532,CUST1532,12/1/2023,Purchase,614.23,Credit Card,Success,Online,M370
TXN001533,CUST1533,2/5/2024,Purchase,718.99,Debit Card,Success,Online,M824
TXN001534,CUST1534,9/19/2023,Purchase,279.9,Debit Card,Success,In-store,M897
TXN001535,CUST1535,4/8/2024,Purchase,419.41,Cash,Success,Online,M919
TXN001536,CUST1536,1/14/2024,Purchase,130.67,Debit Card,Success,Online,M169
TXN001537,CUST1537,10/4/2024,Purchase,189.34,UPI,Success,In-store,M244
TXN001538,CUST1538,9/24/2024,Purchase,684.31,Credit Card,Success,Online,M618
TXN001539,CUST1539,8/29/2023,Purchase,189.62,Cash,Success,In-store,M984
TXN001540,CUST1540,9/29/2023,Purchase,529.91,Cash,Success,Online,M881
TXN001541,CUST1541,5/5/2023,Purchase,711.96,UPI,Success,Online,M635
TXN001542,CUST1542,5/4/2024,Purchase,115.81,Debit Card,Success,Online,M499
TXN001543,CUST1543,12/10/2023,Refund,571.64,Debit Card,Success,Online,M539
TXN001544,CUST1544,2/11/2024,Refund,264,Cash,Success,In-store,M697
TXN001545,CUST1545,11/6/2023,Refund,963.3,Debit Card,Success,In-store,M206
TXN001546,CUST1546,7/22/2024,Refund,488.71,Credit Card,Success,Online,M190
TXN001547,CUST1547,2/11/2024,Purchase,807.93,Cash,Success,Online,M929
TXN001548,CUST1548,6/15/2024,Purchase,554.72,Debit Card,Success,In-store,M229
TXN001549,CUST1549,10/29/2023,Purchase,52.98,Debit Card,Success,Online,M788
TXN001550,CUST1550,3/1/2025,Purchase,636.82,UPI,Success,Online,M231
TXN001551,CUST1551,7/15/2023,Purchase,951.89,Credit Card,Success,In-store,M300
TXN001552,CUST1552,11/7/2024,Purchase,605.6,Credit Card,Success,Online,M915
TXN001553,CUST1553,8/16/2024,Purchase,821,Cash,Success,Online,M921
TXN001554,CUST1554,1/13/2024,Purchase,885.36,Debit Card,Success,In-store,M270
TXN001555,CUST1555,1/16/2025,Refund,235.8,UPI,Success,In-store,M177
TXN001556,CUST1556,8/3/2024,Purchase,219.92,Debit Card,Success,Online,M370
TXN001557,CUST1557,6/10/2023,Purchase,614.87,Credit Card,Success,In-store,M741
TXN001558,CUST1558,11/23/2024,Purchase,416.92,Credit Card,Success,Online,M773
TXN001559,CUST1559,2/10/2025,Purchase,841.46,Debit Card,Success,Online,M270
TXN001560,CUST1560,8/2/2023,Refund,901.02,Credit Card,Success,Online,M430
TXN001561,CUST1561,10/9/2023,Purchase,359.89,Credit Card,Success,Online,M987
TXN001562,CUST1562,6/14/2024,Purchase,244.5,Credit Card,Failed,Online,M262
TXN001563,CUST1563,1/1/2024,Purchase,782.72,Cash,Success,Online,M924
TXN001564,CUST1564,9/8/2024,Purchase,282.06,UPI,Success,Online,M486
TXN001565,CUST1565,12/16/2023,Purchase,824.39,Debit Card,Success,Online,M184
TXN001566,CUST1566,9/4/2023,Purchase,429.5,Cash,Success,Online,M210
TXN001567,CUST1567,11/12/2024,Purchase,670.87,Debit Card,Success,Online,M699
TXN001568,CUST1568,2/17/2024,Purchase,104.58,Credit Card,Success,Online,M600
TXN001569,CUST1569,2/11/2025,Purchase,627.62,UPI,Success,In-store,M908
TXN001570,CUST1570,6/14/2024,Purchase,457.25,Credit Card,Success,Online,M757
TXN001571,CUST1571,1/15/2024,Purchase,590.74,UPI,Success,In-store,M659
TXN001572,CUST1572,7/10/2024,Refund,176.33,Cash,Success,In-store,M681
TXN001573,CUST1573,2/16/2024,Purchase,739.51,Debit Card,Success,In-store,M925
TXN001574,CUST1574,12/15/2023,Purchase,864.17,UPI,Success,In-store,M250
TXN001575,CUST1575,8/24/2023,Purchase,224.57,UPI,Success,Online,M963
TXN001576,CUST1576,7/13/2023,Purchase,104.76,Debit Card,Success,Online,M441
TXN001577,CUST1577,6/2/2024,Purchase,33.4,UPI,Success,Online,M929
TXN001578,CUST1578,10/7/2024,Purchase,645.55,Credit Card,Success,In-store,M733
TXN001579,CUST1579,4/25/2023,Purchase,611.02,Debit Card,Success,Online,M985
TXN001580,CUST1580,2/13/2024,Purchase,551.23,Debit Card,Success,Online,M413
TXN001581,CUST1581,4/6/2024,Refund,239.63,Debit Card,Success,Online,M503
TXN001582,CUST1582,10/21/2023,Purchase,397,Cash,Success,Online,M876
TXN001583,CUST1583,3/28/2024,Purchase,598.53,Cash,Success,Online,M876
TXN001584,CUST1584,9/27/2023,Purchase,501.8,Debit Card,Success,In-store,M426
TXN001585,CUST1585,3/2/2024,Purchase,987.91,Cash,Success,Online,M562
TXN001586,CUST1586,8/25/2024,Purchase,145.08,Credit Card,Success,In-store,M370
TXN001587,CUST1587,2/21/2024,Purchase,698.19,Credit Card,Failed,Online,M744
TXN001588,CUST1588,4/12/2025,Purchase,410.28,Debit Card,Failed,In-store,M744
TXN001589,CUST1589,11/28/2024,Purchase,433.92,Debit Card,Success,In-store,M379
TXN001590,CUST1590,5/20/2023,Purchase,720.42,Debit Card,Success,Online,M486
TXN001591,CUST1591,1/19/2025,Purchase,695.51,Credit Card,Success,Online,M481
TXN001592,CUST1592,10/18/2024,Purchase,991.34,Cash,Success,Online,M816
TXN001593,CUST1593,10/11/2024,Purchase,137.11,UPI,Success,Online,M319
TXN001594,CUST1594,1/6/2025,Refund,113.07,Cash,Success,Online,M285
TXN001595,CUST1595,12/13/2023,Refund,727.1,Credit Card,Failed,In-store,M483
TXN001596,CUST1596,1/24/2025,Purchase,582.6,Debit Card,Success,Online,M802
TXN001597,CUST1597,6/23/2023,Purchase,281.42,Credit Card,Success,Online,M938
TXN001598,CUST1598,6/15/2024,Purchase,88.63,Cash,Success,In-store,M424
TXN001599,CUST1599,9/1/2023,Purchase,94.8,UPI,Success,Online,M386
TXN001600,CUST1600,1/18/2024,Purchase,895.25,UPI,Success,In-store,M393
TXN001601,CUST1601,10/27/2024,Purchase,199.95,Debit Card,Success,Online,M178
TXN001602,CUST1602,5/13/2024,Purchase,330.14,Cash,Success,Online,M212
TXN001603,CUST1603,7/12/2023,Purchase,234.39,Cash,Success,Online,M633
TXN001604,CUST1604,6/9/2024,Purchase,361.45,Cash,Success,In-store,M199
TXN001605,CUST1605,3/8/2025,Purchase,78.73,Cash,Success,Online,M916
TXN001606,CUST1606,3/7/2024,Purchase,523.87,UPI,Success,Online,M891
TXN001607,CUST1607,9/6/2023,Purchase,76.94,UPI,Success,In-store,M804
TXN001608,CUST1608,5/9/2023,Purchase,802.35,Cash,Success,Online,M645
TXN001609,CUST1609,4/14/2025,Purchase,241.37,UPI,Success,Online,M781
TXN001610,CUST1610,2/20/2025,Purchase,544.61,UPI,Success,Online,M970
TXN001611,CUST1611,7/11/2024,Purchase,881.28,Credit Card,Success,Online,M882
TXN001612,CUST1612,11/17/2023,Purchase,654.37,UPI,Success,Online,M812
TXN001613,CUST1613,6/9/2024,Refund,537.63,Cash,Success,In-store,M450
TXN001614,CUST1614,11/12/2024,Purchase,331.09,UPI,Success,In-store,M187
TXN001615,CUST1615,5/4/2024,Purchase,339.67,UPI,Success,In-store,M318
TXN001616,CUST1616,8/30/2023,Purchase,672.79,UPI,Success,Online,M491
TXN001617,CUST1617,5/11/2023,Purchase,994.2,Debit Card,Success,Online,M560
TXN001618,CUST1618,5/19/2024,Purchase,665.22,Debit Card,Success,Online,M292
TXN001619,CUST1619,8/9/2024,Purchase,562.21,Debit Card,Success,Online,M623
TXN001620,CUST1620,2/10/2025,Purchase,733.34,UPI,Success,In-store,M118
TXN001621,CUST1621,6/9/2023,Purchase,470.55,Cash,Success,In-store,M803
TXN001622,CUST1622,6/26/2024,Purchase,69.54,Cash,Success,Online,M446
TXN001623,CUST1623,6/2/2023,Purchase,566.67,Credit Card,Success,In-store,M247
TXN001624,CUST1624,12/16/2023,Purchase,958.05,Cash,Success,In-store,M159
TXN001625,CUST1625,1/27/2025,Purchase,183.55,Debit Card,Success,Online,M311
TXN001626,CUST1626,1/30/2024,Refund,693.1,Cash,Success,Online,M665
TXN001627,CUST1627,9/29/2023,Purchase,208.92,Cash,Success,Online,M945
TXN001628,CUST1628,9/6/2023,Purchase,540.47,UPI,Success,Online,M763
TXN001629,CUST1629,12/15/2024,Purchase,105.71,Debit Card,Success,Online,M758
TXN001630,CUST1630,2/21/2024,Purchase,455.87,Credit Card,Success,In-store,M652
TXN001631,CUST1631,8/24/2023,Purchase,758.6,Cash,Success,In-store,M202
TXN001632,CUST1632,7/11/2023,Purchase,354.1,Credit Card,Success,Online,M806
TXN001633,CUST1633,1/26/2025,Refund,668.26,UPI,Success,In-store,M707
TXN001634,CUST1634,10/23/2023,Purchase,797.5,Credit Card,Success,Online,M321
TXN001635,CUST1635,2/22/2024,Purchase,927.91,Credit Card,Success,Online,M555
TXN001636,CUST1636,12/10/2023,Refund,242.3,Debit Card,Success,Online,M957
TXN001637,CUST1637,6/3/2023,Purchase,405.32,Debit Card,Success,Online,M839
TXN001638,CUST1638,11/9/2023,Refund,160.89,Credit Card,Success,Online,M539
TXN001639,CUST1639,11/13/2024,Purchase,992.56,Cash,Success,Online,M625
TXN001640,CUST1640,1/6/2025,Purchase,927.73,Debit Card,Success,In-store,M408
TXN001641,CUST1641,7/27/2024,Purchase,544.56,Debit Card,Success,Online,M899
TXN001642,CUST1642,12/25/2024,Refund,843.61,Cash,Success,Online,M202
TXN001643,CUST1643,10/31/2023,Purchase,525.75,UPI,Success,Online,M649
TXN001644,CUST1644,4/29/2023,Purchase,627.35,Cash,Success,Online,M897
TXN001645,CUST1645,10/12/2023,Purchase,98.23,Debit Card,Success,In-store,M386
TXN001646,CUST1646,2/15/2024,Purchase,757.72,UPI,Success,Online,M982
TXN001647,CUST1647,4/24/2024,Purchase,136.44,UPI,Success,In-store,M608
TXN001648,CUST1648,10/25/2023,Purchase,827.81,Credit Card,Success,Online,M182
TXN001649,CUST1649,5/27/2023,Purchase,784.21,UPI,Success,Online,M366
TXN001650,CUST1650,6/23/2023,Refund,711.66,Credit Card,Success,Online,M491
TXN001651,CUST1651,6/10/2023,Purchase,45.8,Credit Card,Success,In-store,M786
TXN001652,CUST1652,5/27/2024,Purchase,310.1,Credit Card,Success,Online,M237
TXN001653,CUST1653,6/18/2023,Purchase,270.48,Cash,Success,Online,M269
TXN001654,CUST1654,4/2/2024,Refund,366.54,UPI,Success,In-store,M128
TXN001655,CUST1655,5/17/2024,Purchase,96.77,UPI,Success,Online,M176
TXN001656,CUST1656,3/21/2024,Purchase,937.59,Cash,Failed,Online,M367
TXN001657,CUST1657,11/17/2023,Purchase,558.26,UPI,Success,Online,M777
TXN001658,CUST1658,5/6/2024,Purchase,312.47,Debit Card,Success,Online,M634
TXN001659,CUST1659,3/4/2024,Purchase,403.01,Debit Card,Success,Online,M349
TXN001660,CUST1660,1/3/2025,Purchase,452.73,Credit Card,Success,Online,M303
TXN001661,CUST1661,9/27/2023,Purchase,604.59,Credit Card,Success,Online,M348
TXN001662,CUST1662,4/28/2024,Purchase,520.52,Debit Card,Success,In-store,M431
TXN001663,CUST1663,5/12/2023,Purchase,920.2,Debit Card,Failed,Online,M373
TXN001664,CUST1664,6/26/2024,Purchase,501.99,Debit Card,Success,Online,M161
TXN001665,CUST1665,7/7/2023,Purchase,992.24,UPI,Success,Online,M199
TXN001666,CUST1666,12/24/2024,Purchase,852.91,Credit Card,Success,Online,M213
TXN001667,CUST1667,3/11/2025,Purchase,216.43,Debit Card,Success,Online,M289
TXN001668,CUST1668,5/17/2023,Purchase,931.29,Credit Card,Success,In-store,M553
TXN001669,CUST1669,9/21/2024,Purchase,125.2,UPI,Success,Online,M273
TXN001670,CUST1670,5/11/2023,Purchase,819.28,Debit Card,Success,Online,M654
TXN001671,CUST1671,8/18/2023,Purchase,386.82,UPI,Success,Online,M312
TXN001672,CUST1672,10/7/2023,Purchase,879.19,Debit Card,Success,In-store,M498
TXN001673,CUST1673,2/10/2024,Purchase,869.38,Debit Card,Success,Online,M111
TXN001674,CUST1674,6/3/2024,Purchase,807.87,Cash,Failed,In-store,M300
TXN001675,CUST1675,7/12/2023,Purchase,792.13,Cash,Success,Online,M101
TXN001676,CUST1676,3/9/2025,Purchase,311.63,Debit Card,Success,Online,M620
TXN001677,CUST1677,12/31/2023,Purchase,90.11,Debit Card,Success,Online,M593
TXN001678,CUST1678,10/8/2024,Purchase,408.95,Debit Card,Success,Online,M999
TXN001679,CUST1679,11/22/2023,Purchase,181.79,Credit Card,Success,Online,M896
TXN001680,CUST1680,7/20/2024,Purchase,698,Debit Card,Success,In-store,M504
TXN001681,CUST1681,5/15/2023,Purchase,352.64,UPI,Success,In-store,M398
TXN001682,CUST1682,11/13/2023,Purchase,975.85,Credit Card,Success,Online,M579
TXN001683,CUST1683,8/13/2024,Purchase,644.56,Credit Card,Success,Online,M594
TXN001684,CUST1684,1/5/2025,Purchase,824.26,UPI,Success,Online,M147
TXN001685,CUST1685,2/13/2024,Purchase,141.2,Cash,Success,Online,M849
TXN001686,CUST1686,12/12/2023,Purchase,863.39,Credit Card,Success,In-store,M686
TXN001687,CUST1687,5/27/2023,Purchase,923.53,UPI,Success,In-store,M110
TXN001688,CUST1688,1/13/2024,Purchase,492.19,Credit Card,Success,Online,M531
TXN001689,CUST1689,8/13/2023,Purchase,610.19,Debit Card,Success,In-store,M777
TXN001690,CUST1690,7/13/2023,Purchase,767.16,Cash,Success,Online,M780
TXN001691,CUST1691,8/13/2023,Purchase,183.09,Cash,Success,Online,M594
TXN001692,CUST1692,8/2/2023,Purchase,507.54,Debit Card,Success,Online,M545
TXN001693,CUST1693,8/3/2024,Purchase,404.68,Credit Card,Success,In-store,M211
TXN001694,CUST1694,2/23/2024,Refund,154.91,UPI,Success,Online,M656
TXN001695,CUST1695,10/24/2023,Purchase,373.86,UPI,Success,Online,M342
TXN001696,CUST1696,8/25/2024,Purchase,77.49,Debit Card,Success,Online,M894
TXN001697,CUST1697,3/22/2025,Purchase,35.55,Debit Card,Success,Online,M576
TXN001698,CUST1698,3/2/2025,Refund,143.81,Credit Card,Success,Online,M486
TXN001699,CUST1699,6/23/2023,Purchase,963.48,Debit Card,Success,Online,M247
TXN001700,CUST1700,2/14/2025,Purchase,554.03,Credit Card,Success,In-store,M858
TXN001701,CUST1701,10/2/2024,Purchase,966.16,UPI,Success,Online,M718
TXN001702,CUST1702,6/15/2023,Purchase,438.17,Debit Card,Success,Online,M482
TXN001703,CUST1703,1/3/2025,Purchase,318.7,UPI,Success,Online,M102
TXN001704,CUST1704,8/15/2023,Purchase,511.08,Debit Card,Success,Online,M594
TXN001705,CUST1705,2/28/2024,Purchase,445.12,UPI,Success,Online,M531
TXN001706,CUST1706,9/7/2024,Purchase,114.61,UPI,Success,Online,M769
TXN001707,CUST1707,5/1/2023,Purchase,644.42,Debit Card,Success,Online,M594
TXN001708,CUST1708,12/21/2024,Purchase,223.88,UPI,Success,Online,M805
TXN001709,CUST1709,8/10/2023,Purchase,623.39,Debit Card,Success,Online,M958
TXN001710,CUST1710,8/11/2024,Purchase,653.7,UPI,Success,In-store,M167
TXN001711,CUST1711,11/12/2023,Purchase,160.5,Credit Card,Success,In-store,M751
TXN001712,CUST1712,8/10/2024,Purchase,70.74,Cash,Success,Online,M526
TXN001713,CUST1713,4/16/2025,Purchase,782.95,Debit Card,Success,In-store,M289
TXN001714,CUST1714,11/24/2024,Purchase,465.2,Debit Card,Success,Online,M196
TXN001715,CUST1715,11/4/2024,Purchase,67.58,UPI,Success,Online,M610
TXN001716,CUST1716,6/3/2023,Purchase,994.92,Debit Card,Success,Online,M250
TXN001717,CUST1717,1/26/2025,Purchase,67.2,Cash,Success,Online,M142
TXN001718,CUST1718,6/22/2024,Purchase,698.08,Debit Card,Success,In-store,M388
TXN001719,CUST1719,11/30/2024,Purchase,983.84,Credit Card,Success,Online,M658
TXN001720,CUST1720,6/21/2024,Purchase,246.79,Credit Card,Success,Online,M636
TXN001721,CUST1721,4/19/2023,Purchase,150.83,Cash,Success,In-store,M965
TXN001722,CUST1722,7/19/2023,Purchase,130.17,Credit Card,Success,In-store,M628
TXN001723,CUST1723,6/27/2023,Purchase,310.24,Credit Card,Success,Online,M504
TXN001724,CUST1724,12/5/2024,Purchase,110.04,Cash,Success,In-store,M674
TXN001725,CUST1725,6/1/2023,Purchase,695.24,UPI,Success,In-store,M150
TXN001726,CUST1726,8/10/2023,Purchase,71.67,Credit Card,Success,In-store,M772
TXN001727,CUST1727,12/13/2024,Refund,514.33,UPI,Success,In-store,M406
TXN001728,CUST1728,3/8/2025,Purchase,996.73,UPI,Success,In-store,M205
TXN001729,CUST1729,2/28/2024,Purchase,815.83,Cash,Success,Online,M613
TXN001730,CUST1730,10/31/2023,Purchase,619.07,Debit Card,Success,In-store,M499
