Transaction_ID,Customer_ID,Transaction_Date,Transaction_Type,Payment_Mode,Status,Channel
3d47c7ce-6efc-4152-908d-05e9bf086764,539d972b-cf60-46dc-8f44-c48a97d13fa8,3/3/2025,Refund,Credit Card,Failed,Online
ce417bfd-c6a8-4125-8643-a166e687bca6,4f70ace9-7316-4a2b-b60d-d303e0e6b96f,7/29/2021,Purchase,Credit Card,Pending,In-Store
cfddec84-1e92-4079-b1b5-31f2f9adee37,2a75c92d-8801-477c-872e-6da33413f7d7,2/9/2020,Refund,Net Banking,Pending,In-Store
5fb027b4-eeca-4c03-b918-c5f248f94c41,a4da6294-05aa-4324-8ac8-8d8b6fea6ea8,2/2/2021,Refund,Debit Card,Failed,Online
12bc22fa-f0c8-43f2-b901-0fe50046f94d,eb88b925-c22b-4450-bcc6-d2b22057af97,6/10/2024,Purchase,Wallet,Pending,In-Store
04fc93c2-797d-4899-b383-b218c7633a95,0e93eca6-d6cb-4b56-8df3-f415d26441f4,2/6/2020,Purchase,Credit Card,Failed,Online
55703ac3-6e5d-4321-835b-fd3dd9bdb943,b7ce3a4f-f1e8-4195-a02f-6f1ad2d189bf,7/28/2021,Refund,Net Banking,Pending,In-Store
929eeab7-0058-46ab-95bd-49b6c62e0cd7,daccdbac-f53e-4d41-9289-c4b12fccdf77,11/4/2022,Refund,Net Banking,Pending,Online
fefb5f9e-1c49-42a7-b1dc-eadd93f1cc90,745236e6-ef28-4474-9445-d1caad6f305f,2/27/2025,Purchase,Debit Card,Failed,In-Store
610d5853-8e8f-46a5-a6a5-3be104d91e9f,25c8b679-eaf9-4b8b-bf15-508309a2658e,4/4/2022,Purchase,UPI,Pending,In-Store
19c0dda7-d74b-409f-b601-041697c85740,79bcf696-f704-4960-bb65-e93d45fc1f49,5/5/2023,Refund,Debit Card,Failed,Online
b1bb96b0-9a11-418f-9db3-092912b47396,c1af32cd-ae62-466a-aa8b-0c3c7768f909,10/22/2021,Purchase,Credit Card,Pending,In-Store
2ea90d18-58cc-4018-a87a-520b13091148,f3bed455-e6de-4380-81dc-0ad099831955,9/22/2020,Refund,Debit Card,Success,In-Store
cf53a520-daeb-4706-9ced-1db514a0aceb,d7ae0651-5e7d-406e-a7e7-615e3b00db8f,7/9/2021,Refund,Wallet,Success,In-Store
4b8a5fab-e4dd-4389-abce-529248f4485b,fa21f5fd-bfd2-4c5a-8adf-6a44aab571f0,6/18/2023,Refund,UPI,Pending,In-Store
5c938ac2-3379-4f11-9431-ef854ae16772,759f23e2-00f0-4400-bf8e-eb16ad1621e0,1/31/2020,Purchase,UPI,Success,Online
3843aabd-548f-4fba-a58e-d99baa53d8fd,ccc66c60-1dfd-4b4f-99e2-8c5668d6f17f,4/5/2021,Refund,Net Banking,Failed,Online
06402632-f9ee-4d5e-8a58-52bc55ba4a3c,c3a12c53-5753-44a5-a69e-f9490978dc01,11/22/2023,Purchase,UPI,Failed,Online
3ca2b4a4-374f-4a92-89fd-65a92b5ca0a6,a4ac0d03-fcd1-4706-9043-1479fb2c3af2,4/9/2025,Purchase,Net Banking,Failed,Online
a5044f34-c5d0-4591-8b42-83fe4b658cc6,829cfbf8-3f56-4d83-a8f8-c201c2388487,1/7/2024,Purchase,Wallet,Success,Online
18b532b6-52df-4b3d-9797-149ff8b6a623,22307412-ec12-4ad7-8ae3-a29b248f5e5a,5/29/2023,Refund,Net Banking,Success,In-Store
325bc0cc-d39c-4d7f-8ff3-0a20a11e48bd,40ce0c4b-bca0-4eaf-a1e0-1771d22941b8,4/1/2025,Purchase,Debit Card,Success,Online
90a86121-066e-452f-9e06-43c0f63112b4,ea84617e-310f-4850-aead-32f01e0e30a6,9/3/2024,Refund,Debit Card,Success,Online
5d611bec-defd-4e37-805f-274957070471,d4ab17b9-d7bc-4553-8639-3fc91cb242c1,7/15/2022,Purchase,Credit Card,Pending,Online
438d7f16-601b-422c-8865-624f4d446d66,f05d232c-2a59-4105-809e-47c8bda8c0c7,4/14/2021,Purchase,Net Banking,Pending,Online
aecb974f-2c41-44c2-804d-e1d67a3036c4,e025be7d-c5d2-4d00-a1d6-c993864764c2,3/25/2022,Purchase,Debit Card,Failed,Online
dc77f292-c6b2-4876-bc7c-6e1ffe894bfb,b2740cc2-72ee-454a-95bd-b5f35a644c8c,12/25/2021,Refund,Debit Card,Pending,Online
e5f46ed1-382a-4fb7-a843-031e78f740fb,09e02698-d905-4818-840f-22b02d7d35c4,11/14/2022,Purchase,UPI,Success,In-Store
0836f9f1-a075-4296-b8f4-fdc456a58302,a5716aaf-a07c-4beb-99ea-33c7b9b39707,1/3/2022,Refund,Debit Card,Pending,Online
c06545a2-be30-47be-95ad-ca80495475f5,2de00eb6-f99a-4b51-8ba7-35d5b582f677,7/25/2022,Purchase,Debit Card,Success,Online
e69029f8-070a-42fa-b3d2-7b13138a3bb3,2e997903-1b53-4529-acbe-bb9078336f98,4/23/2020,Purchase,Net Banking,Pending,In-Store
9999f64a-a12a-4e8b-b7a6-39ed74ebce4c,2b578f2e-e2e1-4380-81c1-8df6f6c5c122,4/29/2023,Purchase,Wallet,Success,In-Store
0f6ea6ee-e27e-425f-8e6e-d1793541b6ef,1970701b-cf2f-4ea4-a218-0c73a25ecd08,10/23/2022,Purchase,Debit Card,Pending,Online
ce49c130-34e9-40d2-990e-36ffbbd57d2f,6fec1360-fff0-4982-8084-8b79adf5a84c,4/7/2025,Purchase,Net Banking,Success,Online
3188a1aa-5722-41d8-b228-f85cfa3e6301,6fa7bfc3-9977-4392-b8b4-71247fce6011,12/22/2024,Refund,Credit Card,Pending,In-Store
7ae6b479-e34e-48be-a697-1774faf9a689,6750dd34-985c-417c-9d21-eb9d1a214070,6/29/2024,Purchase,Debit Card,Success,Online
26af715d-bc82-44e5-840d-2b1e28e4d728,1aabc3c6-1103-4ed5-aeca-5acaadbc166f,9/2/2022,Purchase,Wallet,Failed,Online
2fda6238-0faa-4a0e-8746-d8a3e8122d26,0b7c4271-02d0-4485-8eff-c094a804bf57,2/3/2022,Purchase,Debit Card,Pending,Online
4fa15d44-7da3-4abc-8c82-11190043d78c,5daac158-23fa-44ee-b2a8-42005aa133f6,1/1/2021,Purchase,UPI,Success,In-Store
999e446f-2214-4da0-b888-fcc23a8d72c6,bdfe460f-664b-4ae1-99fe-cb4b3ffd7525,5/6/2024,Refund,Credit Card,Failed,Online
122eaa4e-285f-438b-abac-910beeed6fb7,01fad946-cd00-4859-9190-697d38071cf9,2/12/2024,Refund,Debit Card,Success,Online
a397534a-fa21-4515-a602-9d5d026b8421,5df0ba74-4a41-49d7-9487-7bed2c1755e4,10/29/2020,Refund,Credit Card,Failed,In-Store
66a09c6f-dd25-4e72-a63d-73e8dcd335f6,f1cb3241-3343-4a6f-a8d4-ebee0fe486f3,6/3/2020,Purchase,Net Banking,Pending,In-Store
99e163cb-5fee-46ae-959b-d883eedb2ff2,30ea39fd-ed80-43c9-bda8-e98474a1c2b8,11/24/2023,Purchase,Wallet,Pending,Online
83c04161-1765-47d6-94a8-ab849b89772b,2d6fa26f-f48f-49db-9793-799a93344817,3/4/2021,Refund,Wallet,Success,In-Store
04d3e39e-388a-402c-adb2-4edc7b79a08e,4d2f6f85-278a-47db-a490-1157843b9945,5/14/2024,Refund,Wallet,Pending,In-Store
5b9691c6-0f4e-405e-bb4f-7f4b95cec8c3,1c2dc900-7705-4e8e-aa1f-f18fe3de0a32,6/24/2023,Refund,Wallet,Success,In-Store
bcc37a87-5734-4cc1-8583-3773df21efa7,aaf445a2-95c3-44b1-be45-93d14f4ca991,3/28/2024,Purchase,Debit Card,Success,Online
a287b3d1-5b48-4ce1-b305-3fe2f3ea07f8,e58412ae-0b77-4f14-8cd1-9c2b51d28ea5,3/23/2020,Purchase,Credit Card,Success,Online
42b7c83c-5185-44a7-8b02-0aec1d32c728,f6e97829-da8c-4dbd-92c2-76a7e94cd7ba,6/6/2021,Purchase,Debit Card,Pending,Online
6bc40292-c05b-4994-b57b-3fe033141eb3,56ba7d9a-20b0-4662-93ad-7d791917e3b6,1/12/2023,Purchase,UPI,Success,In-Store
ab6445ef-9398-4917-bd7b-4b9ef032fc15,28cd1214-ae02-4be6-aa0b-2f73eecfcab2,12/2/2020,Purchase,Net Banking,Success,Online
be66f77b-2d96-4073-8d4b-eef13bcae615,a837daeb-dde2-4954-b2f0-71cc75f7a2e3,5/3/2021,Purchase,Debit Card,Pending,Online
c6e89467-9017-4f2e-890a-ee28514892d4,ba76e732-3f46-426e-861a-ed9b5d2f51ea,12/27/2022,Purchase,UPI,Failed,Online
fd8f3c7a-1a5e-451a-b277-0df2690aa276,3b625a6c-b0df-486f-ac4a-13de9e7744ec,5/5/2022,Refund,UPI,Success,In-Store
69db5882-0090-45ad-846b-132cfa9ffdc9,31873602-969b-46cb-b39c-a96bc1b42ad7,10/3/2021,Purchase,Credit Card,Success,Online
b4f553bf-51ee-4974-87c6-32cf8ba3d786,9e0643b7-ad66-4263-ab40-2d730704fb52,12/20/2022,Purchase,Debit Card,Failed,Online
133abb26-d649-4b39-9cec-865ea5863e3a,2e347086-62cc-4910-9c00-2fce4a4a9a3a,3/21/2022,Purchase,Credit Card,Failed,In-Store
05a5e6b3-ef4f-40c7-a54a-9ca9be0a1c19,8aceacde-9268-4eaa-8a36-6171f582e1a7,10/14/2024,Refund,Net Banking,Failed,Online
dba22918-e457-4f12-9a80-a2206d440e80,62722fcd-dad3-4e25-abb0-5ffba9ac1305,9/9/2022,Purchase,UPI,Success,In-Store
9617e624-91af-4945-a0d1-0f5b4f56b48b,d3d67523-1cee-4999-80b9-7de23ade374c,4/11/2022,Purchase,Net Banking,Failed,In-Store
8309eb23-a1f5-423d-8108-0fad13881d5a,253590c8-e040-401e-8a81-53f2c36e9f69,10/9/2020,Purchase,Debit Card,Success,Online
df87aa7b-e7e7-40fd-9056-c60a7b5ac900,b24f3648-6fe3-474a-bb6f-c62837bf6486,2/9/2024,Refund,Debit Card,Pending,Online
18e2b6c5-f55a-4594-a740-4c4f1c06e2f7,b663f235-144c-40ab-ae8e-34256f4a8add,1/26/2025,Refund,Credit Card,Failed,In-Store
e07dca38-2768-4861-8aa3-a2d737722034,b0da4ef3-c6dd-4de4-88b1-40f5799321e9,8/24/2021,Purchase,Debit Card,Pending,In-Store
651faf5b-8430-46f2-a14e-8c6338084756,d681d616-6080-4c63-93d4-fc4f1375fbcf,2/8/2022,Purchase,Debit Card,Success,Online
f8d6b9fb-e353-42be-b663-c0a0fb58c300,b8100206-b28d-47a2-b78b-0e849cd263de,4/25/2022,Refund,Wallet,Pending,Online
a4ba7945-7d15-4cfa-bf35-b3010ac85ffe,ef67e668-15ca-42f7-8e72-755392ad6085,8/22/2023,Purchase,Credit Card,Pending,In-Store
49aadc6c-0650-4fbb-8e10-546e4133d833,b814c5c4-d62e-4d59-ab7e-570b640e017c,3/15/2020,Refund,Net Banking,Failed,Online
54d7990d-ee2f-435f-8f7b-6d5b2b57e537,d653db99-1bcd-4229-a336-c614ba1979ae,9/18/2021,Refund,UPI,Failed,In-Store
ce58fdc3-6328-42bc-9476-ee40b32d4603,ca5c635f-0ede-4cb3-9e77-0382715b30ce,4/29/2022,Purchase,Debit Card,Success,Online
61f8f775-e5c3-426f-af9d-0ffd2100f311,8906959d-4027-43ff-8b1c-22898972ce90,11/12/2020,Purchase,Net Banking,Success,Online
87026993-fa93-4213-9ddc-82c08c64fab8,1c5650ba-4295-4ef4-8375-92a56274def2,4/7/2022,Refund,Credit Card,Success,In-Store
7e9fdf51-8f04-4e4c-be77-21c50bfbfb55,72c963d8-e9ca-4a48-a198-e93596b1b656,1/3/2020,Purchase,Credit Card,Failed,In-Store
64846370-0835-4d82-88b9-c60bb8fc0d90,9b29e5fa-13db-4d1f-ae95-5d8228fea1c6,12/7/2024,Refund,Net Banking,Success,In-Store
f866ee5d-fdb4-4374-8fe2-9df1ed296d54,47ca69c6-889d-44f6-8c0d-2853c088ea0b,4/14/2022,Purchase,Net Banking,Failed,In-Store
fd6d611f-71ab-4427-9b2e-f5de41e3e945,81c5afb9-7232-49e2-8088-10c76bcf067f,10/19/2022,Refund,Debit Card,Pending,In-Store
945f15de-5410-4255-9486-0c2fccc51e38,f32c4974-287b-420a-83c0-42fac7aa5f61,10/5/2021,Purchase,Debit Card,Success,Online
5d09706c-ef73-4e15-8b14-112f75d90d04,775a5ec1-1b94-4289-a770-7b8916343035,12/7/2023,Purchase,Debit Card,Pending,Online
dffa94be-568d-4017-9469-f541c01168a8,e4a7d227-fe69-4a15-95cf-6c501beb2786,5/24/2020,Refund,Net Banking,Success,Online
f508acbc-157c-4da7-810d-eb30654021e6,774d4235-1ead-4741-9f66-5d8dd4662b5f,5/4/2020,Refund,Debit Card,Success,Online
1f7dfcf8-bbd4-4835-bf3d-55a97e4b192f,307b558d-85be-4e0d-8ca2-6471fd1e3d6d,12/1/2020,Refund,Debit Card,Pending,Online
7150322d-b7c8-4746-8a5c-aacd18b8ce53,c9a98647-f4a6-45a1-b8d8-4d3a6b78133e,7/12/2021,Purchase,Debit Card,Failed,Online
94258d68-875b-40f7-a379-b6ca9c0ab578,8b9beabd-4d51-4473-b867-77f3b759a4df,10/18/2024,Purchase,Debit Card,Pending,In-Store
8413d816-d219-48e9-b217-6d4f2cad5066,ee77f7f2-72d5-4d0e-b523-d394ca45100b,8/19/2023,Refund,Credit Card,Pending,In-Store
15dc788c-0b1e-42ee-ab03-11daa2ed5109,0e44d8b3-eb4f-499d-91f4-70b365c35db3,12/3/2023,Refund,Net Banking,Failed,In-Store
c7210a3b-7ebf-4615-ab89-33f146771381,5f2ffe7a-6dc9-4c6e-acad-55e95496ed74,4/19/2022,Purchase,Wallet,Failed,Online
aac42f9a-a4d4-44fb-a9e9-0aef79b3a9f8,f5fe9acc-3d0d-4d67-a781-78cd63038608,7/17/2020,Refund,Wallet,Success,Online
ad230b00-eb49-42fa-9b8d-1dbe2816b968,0f2a0871-78aa-4494-a78b-8608a210faba,11/10/2023,Purchase,UPI,Failed,Online
f4aa1fef-e61d-44bd-9404-6373fe8eeddc,786e7272-0186-44db-a437-bcdeacaff968,6/30/2020,Purchase,UPI,Success,In-Store
0e4944c4-a497-4565-9d33-4fd093a703b7,1099966f-5f83-49c6-9a0b-c9683b04e33e,8/5/2020,Purchase,UPI,Pending,Online
c1664bf2-49eb-4bfa-b9d3-38dca5f71f10,b2d5a4b5-de85-42d2-bab7-038221147df0,11/1/2024,Purchase,Wallet,Failed,In-Store
b7e53b6a-1227-4355-a6c9-6c53ef5031fb,83ac72fd-637d-4ea1-a31f-0c0fb61cdec0,3/11/2024,Purchase,Net Banking,Failed,Online
720209b5-379c-4573-9715-ceb8ec53c3c7,f05bd4cb-0d00-4983-a535-503e30815c4f,1/17/2023,Purchase,Net Banking,Pending,Online
61955661-45c0-4de8-bc8f-07f9c4e8f337,15be2386-4859-4ee1-8caa-7a14185e5b2a,6/11/2024,Purchase,Credit Card,Success,In-Store
d42951a2-af66-4df8-91e0-7448178b9442,a3c54e71-2a30-435e-b29f-471e8a3abffb,6/9/2024,Refund,Wallet,Failed,Online
2d55c685-ce74-4be5-b7ae-35d6370f36cb,e8310afc-1731-4445-999b-8f5b71d8c1f3,12/25/2020,Purchase,Debit Card,Failed,Online
ffa974ca-b74b-4060-b4b9-f766d27fa02f,8abe4fb0-efe9-407f-84be-30eb8368f216,4/24/2024,Purchase,Debit Card,Success,Online
740c4bfc-b85c-46db-b67f-0f5a0f7c0b88,5376d91d-d005-450e-8e7c-460475668cd2,9/7/2021,Purchase,Debit Card,Success,In-Store
eb3c6be0-9618-4410-927a-345af95f51a1,24b55fc7-0b2b-459e-8681-6f84062133dc,3/5/2020,Purchase,Debit Card,Failed,Online
68b1c78d-d477-48ae-953a-ea71b67ef89b,292441d1-3353-4b78-ba0e-36bdc7bd1621,4/21/2023,Purchase,UPI,Success,Online
38779abb-48bd-4852-9215-a3b032a8c770,14c5886f-d927-45b2-8575-526e51649df0,1/3/2021,Refund,Credit Card,Pending,Online
2fa2724a-7d28-4654-be17-c30a6c7cf6db,eef26189-f069-4e8e-8e7f-dc38a9e3fbd4,3/13/2024,Refund,Net Banking,Failed,In-Store
72a19742-e274-4b6f-8429-5548cb115307,257a0641-f8f3-4a90-99c3-cf4b514b1080,3/18/2020,Refund,Credit Card,Success,Online
5e5c0f2a-978d-45c3-b1d2-e4b52a3a6a9c,d2d1dccd-be63-424e-9a2b-957546eef621,7/9/2022,Purchase,Wallet,Success,In-Store
6debfa93-76c1-4da5-96b6-490e5c82fa26,d1c5340e-80c0-429e-98eb-a14397d8b347,10/13/2020,Purchase,Debit Card,Success,In-Store
d49a2713-646d-47a0-a7b2-ea386d05e44e,0aadb885-2577-4441-8f5d-e28572fe5e94,5/26/2021,Purchase,Debit Card,Success,Online
09089643-6ad7-4e83-8a82-93635429ac56,6079dbe9-29ce-432d-8a7d-d50883fad408,5/13/2021,Purchase,UPI,Success,Online
a61599c4-6730-4d00-a16f-3792e9bab743,5925e4b6-ecb6-42ca-bf76-9f6ee0a8dd73,5/3/2023,Refund,UPI,Failed,In-Store
65847b3d-2798-4f63-a955-3d4a8f9e33f9,50283d7e-5289-4f42-95d8-f0dcb1d32699,5/8/2023,Purchase,Wallet,Success,Online
7cf23c79-0f6f-426f-b638-c752ec5dff6e,3c9b4ad9-9d4f-4004-a887-44230e355260,1/26/2021,Purchase,Debit Card,Success,In-Store
b22634f7-fed0-439d-bcd0-1a0cf278d919,b5ad9ecd-aa9d-4c82-97ce-9565f7c7a6b7,10/15/2020,Refund,Credit Card,Failed,In-Store
7a3a11ca-6311-4957-9ace-fc09dd1a9e41,ade71864-af11-4d80-b6c1-26dbfce20ab7,12/15/2020,Refund,Net Banking,Success,Online
d087eb31-e8b4-432f-986c-8ddd30aef6fb,1fd8a485-2312-44e9-af69-827ddf30d003,9/1/2021,Purchase,Debit Card,Pending,In-Store
9c14a877-0221-4edf-9497-d2ce0794280b,8b68b872-6f64-44a5-931e-ae8fd3b1671a,4/16/2022,Purchase,UPI,Pending,In-Store
78661b3c-257c-4360-9b97-7aa3380eb5c2,45f80f57-379a-462c-9d97-cc7a7b293405,11/3/2021,Purchase,UPI,Pending,Online
172f2a9c-52b8-470b-a532-848242d97d16,ffa72743-66f6-4fc7-af08-2a692dd5a9be,7/5/2021,Purchase,Credit Card,Pending,In-Store
525f1b19-4e72-4b02-a9bb-f888511ae66d,70cf29cc-151a-46b7-9bd5-5a449af225ba,6/22/2022,Purchase,Wallet,Pending,Online
45dc9b14-5741-4c92-ba7d-98b1b329747b,c05746db-6b7b-479f-8f52-a4a5b7ef261c,10/19/2024,Refund,Wallet,Failed,In-Store
f82c93b3-1c5e-4754-9b30-68a196e05015,b651e1e2-e98f-4e6f-a75e-ae2108431c17,12/28/2023,Refund,Net Banking,Success,Online
40584481-8d19-44e3-b0d9-fabde685da15,daa33ec7-2a96-493e-9e45-c6c8a8b0fc09,3/3/2022,Purchase,Credit Card,Success,Online
2e0c8f62-b48d-43e7-923b-7c3e9bccfab6,2ec30ed6-4157-46e0-9e11-58d0439fd374,4/17/2022,Purchase,UPI,Success,In-Store
e0b66b2b-69e5-40cf-b8ba-310a55c7e498,7703223e-2003-4850-acc0-881251e66795,12/27/2024,Refund,Debit Card,Failed,In-Store
82fa8492-9259-49b3-b96e-aefdf04f4888,0d4d5dea-52b1-4b81-bdc8-45085e970c09,7/27/2022,Refund,Wallet,Failed,In-Store
ac2cf826-5df4-4df7-8c71-923d7ca1542c,b205a953-ed24-4d9a-b851-c8230964434b,8/19/2023,Refund,Credit Card,Success,In-Store
3ee19871-8369-4380-9998-9fd410407cd2,05f4fec9-6841-4038-964a-adbf4002e015,10/8/2024,Refund,UPI,Pending,In-Store
edf0ecd7-5ca8-40f1-b14d-bef0c46f5ddd,23afc42a-8170-4e17-a9df-25b37bbc7eae,8/14/2023,Purchase,Net Banking,Pending,Online
73f87c02-79fd-4fb6-98b6-b3fdea0f5e84,6368c77b-779f-49a5-83f3-3c405b49eee7,2/11/2022,Purchase,Net Banking,Pending,Online
b919aaad-f599-4087-8724-621b1ac953db,61a0769a-6cf5-4712-b88f-715c4051180e,12/22/2022,Purchase,UPI,Pending,Online
6e694cfa-8733-4bdd-9dfb-6ad7f8ae7611,86034c8d-a34f-4e21-9486-bc4891d39dc1,9/16/2020,Refund,Net Banking,Success,In-Store
a7efdc10-e8cd-4116-8f6e-208418b2e7e7,7432f29e-6487-4275-8d3b-272ea62aa11a,5/29/2020,Purchase,Credit Card,Success,In-Store
3f196c26-458a-4186-b64d-18ada9e4f4ed,af44421f-4a13-43db-a8bb-0e2ce26c6103,7/13/2020,Refund,Wallet,Pending,Online
9f1bbc3f-5dac-4303-9b78-4a2430ddb1e5,1af4c648-c666-41f3-a459-8eca5b4515da,12/21/2023,Refund,Wallet,Failed,In-Store
10c09dc4-69f7-477e-80a1-85a9a3fe748f,41fec746-51c2-494e-8bb6-24260496513f,12/13/2023,Purchase,Credit Card,Success,Online
dd426b0d-d98c-4686-abce-a7e01ded05b2,202b2588-5808-43e8-81e2-7209f260130e,6/27/2020,Purchase,Debit Card,Success,Online
b880f559-2da8-402c-ab8c-bd81ccc39dbb,adfc4765-cfdf-4aab-b1e6-f1d8a78a1ceb,9/18/2024,Purchase,UPI,Failed,In-Store
270d0113-407f-40c2-b53a-975810416496,b4f77ea8-ac16-4402-bebe-d8753adff3a6,9/26/2024,Purchase,Net Banking,Success,Online
ed393b3e-e864-489f-92af-a1b92d19c0c9,534cc898-1d9a-4f2c-b14c-28338c0e0847,5/15/2023,Purchase,Credit Card,Pending,Online
822c0454-e6f5-40d0-baeb-3706c839139e,b2e9438b-5ccb-4b37-b1af-576d6d68d556,12/28/2020,Purchase,Wallet,Pending,In-Store
a3fca62a-7417-470e-b661-2f7708d464f7,e0ce3b75-5733-4d2a-bed9-c14670b6e2e8,3/24/2023,Refund,Credit Card,Pending,Online
b8650685-9256-4efd-acb6-20936b26355b,6b06cab7-0c8c-4788-a513-9790fd2010b2,8/17/2023,Refund,Net Banking,Failed,Online
658b273f-0506-4d1e-8aa4-c8784ec3fc6a,72ddd22b-8a53-4263-8591-0933bf295759,11/26/2020,Refund,Credit Card,Success,In-Store
9f507531-9138-48f4-88e0-f309850f2259,6cc88fc9-1682-4a7f-8a6c-d08289341155,7/17/2023,Purchase,UPI,Pending,In-Store
8459dfc8-22f9-4449-b7b5-3cd8e5f6d816,a591fe44-1880-4629-916e-8756048fec2c,10/15/2020,Purchase,Net Banking,Success,Online
2856eb78-8cc9-4c7c-bb8f-600df5a3b1cb,9f2df3c0-590c-49e6-9923-774718048057,8/24/2020,Refund,Debit Card,Pending,Online
b5c02ec4-fdd2-4a21-9517-f036545df409,c75aa80e-1b49-4a03-852e-2d0e589a3494,4/20/2024,Refund,Credit Card,Success,In-Store
35a4b24b-ff00-4928-801c-93ce31363a79,7a193819-f4f6-458e-9160-51076017df6a,8/24/2022,Purchase,Wallet,Pending,Online
6c661564-1fdc-4dda-89e9-8a922672a68a,1ccdbe71-0ccb-4b55-940b-77dd09f2e78e,12/31/2020,Refund,Net Banking,Failed,In-Store
a50c0b2a-ba55-42bb-a26a-38c9c7c2de0a,ac41bf71-a6ba-4712-a4d4-dd47c508e6e5,9/17/2023,Refund,Credit Card,Pending,Online
71611d19-f633-44d9-9688-62bc0e132ecd,0fd705da-5d0d-4ae5-84f1-a3287a855ca5,7/2/2021,Purchase,Debit Card,Success,In-Store
8c2d9585-4573-4b5d-bd2f-e8e34c2cf64d,530b7428-1be8-4f16-959b-086d557b1391,11/3/2020,Purchase,Net Banking,Pending,Online
11587c8b-c013-441b-9e50-c720f9cf61e2,1e678cfd-7ffb-4b53-ae50-569f5b94e619,8/31/2023,Purchase,Debit Card,Success,Online
5a111dbd-4d00-4507-bf4b-015aa847b749,ab9e66e3-1e41-4337-999a-bfede44f3615,8/16/2021,Purchase,Wallet,Pending,Online
ee644484-6562-4c31-8765-f638221b6f6c,ced1d2a5-eb4d-4b8a-9a6c-7f26bf54083f,4/22/2022,Purchase,Credit Card,Pending,In-Store
7bddf27b-a6af-4385-aa2c-0726d830cfc3,5f5ef2f0-3a2e-43c9-b5db-0d7d378182a8,12/26/2020,Refund,Net Banking,Failed,Online
aa85b5af-eb30-40b6-83b6-d4b63c753424,2d3c3f59-58ac-4f31-8ba3-067e1f8ee9b2,8/30/2020,Refund,Net Banking,Failed,Online
357ebd72-6c43-4aec-a503-79caad764042,2f47a786-ce8d-4eaa-aee8-bbdd29142031,2/26/2022,Refund,Debit Card,Failed,Online
8a88179d-9b80-425b-97f9-3c07168e82d5,531d9e1a-6a50-40a2-9a56-f83e0e39a964,4/7/2021,Purchase,Credit Card,Success,In-Store
b5204a02-f000-41d0-b88e-4057b5745f24,8ec1b5c7-ecd0-477b-b116-67fbeb9829d7,8/27/2023,Refund,UPI,Failed,Online
6820ddcb-cd60-4dd8-a718-678e22a6a9af,5e8cf9e9-ebe4-4dab-b444-643cda6d3cc8,5/24/2022,Refund,Debit Card,Failed,In-Store
2695ac4a-43cf-4f5d-8122-1e2dc3060efc,70e3ac46-5169-420b-a3ed-e69fa01f95ef,6/6/2023,Refund,Credit Card,Failed,In-Store
b664bd42-348f-4e4d-b548-fd90f4aa7e7e,a2e8187c-8492-4ec7-ac74-eae58a58c7c2,6/29/2020,Purchase,UPI,Pending,In-Store
47fda1f3-0d16-43c2-81f1-87886ff47dbd,ebcbab8a-caff-4bfe-82f1-d7e9507d63b8,10/21/2020,Purchase,Wallet,Pending,In-Store
935f7477-ad2e-41d5-9772-cd6d20dbb3d0,b08777d7-c3da-4805-b9da-e86da216d764,10/28/2023,Refund,Debit Card,Success,Online
b9c08b08-2050-48fe-b504-945455afa7a4,18f38731-b853-4f74-89ad-c06ea9bba837,1/24/2021,Refund,Debit Card,Failed,Online
79613283-e86c-47de-ac43-b0984ada38db,63ef230c-00d5-4162-940b-39c88d72f3dc,10/1/2020,Refund,Debit Card,Pending,Online
dc76ec5c-74e1-467a-982e-b330fdcc2322,ff4c6e14-7c61-4b21-95f5-2010cb3defc5,1/26/2023,Purchase,Wallet,Failed,Online
69e21b77-fabe-40c9-9c92-9b42908ac594,db140f6f-0bfd-4b08-b52d-c65933f3f107,11/21/2024,Purchase,Wallet,Pending,In-Store
575ba150-1ac4-4072-9411-241d07bbfa07,5f839bdf-3e40-4eea-a7df-3963a4e75155,8/11/2022,Purchase,Credit Card,Pending,Online
6b3b5270-97f9-4f90-b37a-839b5fb4c517,1f37f6f4-d465-4ac9-bcd6-0d4fa254cb1e,6/3/2022,Purchase,Credit Card,Pending,In-Store
940c93d1-37b8-40aa-95c7-6a4ebef2c64a,a9255f96-cb81-42c9-8692-1e1db7655f5b,2/24/2022,Refund,UPI,Success,In-Store
7bfbe2ff-41cf-4bde-9399-46fda568f1a5,3cc1c286-98e2-416b-81d1-1f5be1625a14,4/2/2023,Refund,Wallet,Success,In-Store
73152595-6e08-4ec0-90f0-c7647d1c141a,3d6c973d-cbf6-4204-8c01-3a7488ded721,5/16/2020,Refund,UPI,Failed,Online
d6476649-b0bf-4291-953d-f25e49c14253,3141faba-a1f0-4602-9f8e-415f77ab54b9,3/21/2024,Refund,UPI,Success,In-Store
a93dacb5-87ab-4513-ab34-30e49945410b,c90835a8-1497-49dd-9c66-14d3d392ab76,7/26/2021,Purchase,Debit Card,Pending,In-Store
6ec5cf0c-ad82-4ca7-9c7c-21c32766dcf2,3c6e7c6a-3009-49a0-a21b-454ba2f8f1e0,2/25/2022,Purchase,Debit Card,Failed,In-Store
8dd3c30a-ca93-4286-9c36-5ad130794b17,269a6629-9853-4d2c-889b-52524c6308ed,4/24/2020,Purchase,Wallet,Pending,Online
